scenario,adapter_mode,render_frame,late_update_sequence,sample_index_in_frame,input_event_seq,input_control,input_phase,draw_pressed_latched,draw_released_latched,confirm_latched,cancel_latched,session_state_before,session_state_after,sample_phase,event_order,mapping_source,mouse_screen_x,mouse_screen_y,ray_origin_x,ray_origin_y,ray_origin_z,ray_direction_x,ray_direction_y,ray_direction_z,ray_intersection_t,hand_x,hand_y,hand_z,marker_local_x,marker_local_y,marker_local_z,plane_origin_x,plane_origin_y,plane_origin_z,plane_normal_x,plane_normal_y,plane_normal_z,raw_candidate_x,raw_candidate_y,raw_candidate_z,independent_expected_x,independent_expected_y,independent_expected_z,mapping_error,candidate_valid,candidate_invalid_reason,accepted_appended,appended_point_count,accepted_count_before,accepted_count_after,length_before,length_after,available_before,available_after,drawing_before,drawing_after,pending_before,pending_after,backend_instance_id,backend_profile_hash,adapter_config_hash,depth_drift,mouse_influence_detected,remote_point_detected,atomic_unchanged,result
A07,Aim,135,129,1,129,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A08,Aim,137,2,1,131,LMB,RELEASED,False,True,False,False,Drawing,Idle,LATE_UPDATE,CANDIDATE>RELEASE,MOUSE_RAY,952.000000000,492.000000000,-0.841323000,0.900000000,-5.576021000,0.615661500,0.000000000,0.788010700,1.852241000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.299030400,0.900000000,-4.116436000,0.299030400,0.900000000,-4.116436000,0.000000000,True,Appended,True,2,1,0,0.000000000,0.000000000,5.000000000,5.000000000,0.000000000,0.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,False,PASS
A09,Aim,138,3,0,132,NONE,NONE,False,False,False,False,Idle,Idle,NONE,NONE,MOUSE_RAY,,,,,,,,,,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,,,,,,,,False,Appended,False,0,0,0,0.000000000,0.000000000,5.000000000,5.000000000,0.000000000,0.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A10,Aim,141,3,1,135,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,952.000000000,492.000000000,-1.081323000,0.900000000,-5.576021000,0.757963400,0.000000000,0.652297000,2.039430000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.464490700,0.900000000,-4.245707000,0.464490700,0.900000000,-4.245707000,0.000000000,True,Appended,True,4,1,5,0.000000000,0.320000000,5.000000000,4.680000000,0.000000000,0.320000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,False,PASS
A11,Aim,,,,,,,,,,,Drawing,Drawing,DIRECT,INK_INVALID,MOUSE_RAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,INK_INVALID,False,,,,,,,,,,,,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,,False,False,True,PASS
A12,Aim,,,,,,,,,,,Drawing,Drawing,DIRECT,INPUT_SYSTEM_BINDINGS,MOUSE_RAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,INPUT_SYSTEM_BINDINGS,False,,,,,,,,,,,,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,,False,False,True,PASS
T01,Trajectory,142,1,1,136,LMB,PRESSED,True,False,False,False,Idle,Drawing,LATE_UPDATE,PRESS>CANDIDATE,HAND_MARKER,,,,,,,,,,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.150000000,0.900000000,-4.000000000,0.150000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,0,1,0.000000000,0.000000000,5.000000000,5.000000000,0.000000000,0.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,False,PASS
T02,Trajectory,143,2,1,137,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.230000000,0.939999900,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.230000000,0.939999900,-4.000000000,0.230000000,0.939999900,-4.000000000,0.000000000,True,SpacingNotReached,False,0,1,1,0.000000000,0.000000000,5.000000000,5.000000000,0.000000000,0.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T03,Trajectory,144,3,1,138,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.230000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.230000000,0.900000000,-4.000000000,0.230000000,0.900000000,-4.000000000,0.000000000,True,SpacingNotReached,False,0,1,1,0.000000000,0.000000000,5.000000000,5.000000000,0.000000000,0.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T04,Trajectory,145,4,1,139,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.150000000,0.980000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.150000000,0.980000000,-4.000000000,0.150000000,0.980000000,-4.000000000,0.000000000,True,Appended,True,1,1,2,0.000000000,0.080000000,5.000000000,4.920000000,0.000000000,0.080000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,False,PASS
T05,Trajectory,150,9,1,144,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.150000000,0.900000000,-4.000000000,0.150000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T06,Trajectory,151,10,1,145,MOUSE_EXTREME,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.150000000,0.900000000,-4.000000000,0.150000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T07,Trajectory,152,11,1,146,STEERING_NONE,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.150000000,0.900000000,-4.000000000,0.150000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,153,12,1,147,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.151000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.151000000,0.900000000,-4.000000000,0.151000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,154,13,1,148,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.149000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.149000000,0.900000000,-4.000000000,0.149000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,155,14,1,149,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.151000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.151000000,0.900000000,-4.000000000,0.151000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,156,15,1,150,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.149000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.149000000,0.900000000,-4.000000000,0.149000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,157,16,1,151,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.151000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.151000000,0.900000000,-4.000000000,0.151000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,158,17,1,152,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.149000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.149000000,0.900000000,-4.000000000,0.149000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,159,18,1,153,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.150000000,0.900000000,-4.000000000,0.150000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,160,19,1,154,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.148000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.148000000,0.900000000,-4.000000000,0.148000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,161,20,1,155,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.150000000,0.900000000,-4.000000000,0.150000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,162,21,1,156,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.148000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.148000000,0.900000000,-4.000000000,0.148000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,163,22,1,157,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.150000000,0.900000000,-4.000000000,0.150000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,164,23,1,158,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.148000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.148000000,0.900000000,-4.000000000,0.148000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,165,24,1,159,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.149000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.149000000,0.900000000,-4.000000000,0.149000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,166,25,1,160,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.147000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.147000000,0.900000000,-4.000000000,0.147000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,167,26,1,161,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.149000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.149000000,0.900000000,-4.000000000,0.149000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,168,27,1,162,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.147000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.147000000,0.900000000,-4.000000000,0.147000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,169,28,1,163,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.149000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.149000000,0.900000000,-4.000000000,0.149000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,170,29,1,164,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.147000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.147000000,0.900000000,-4.000000000,0.147000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,171,30,1,165,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.148000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.148000000,0.900000000,-4.000000000,0.148000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,172,31,1,166,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.146000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.146000000,0.900000000,-4.000000000,0.146000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,173,32,1,167,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.148000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.148000000,0.900000000,-4.000000000,0.148000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,174,33,1,168,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.146000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.146000000,0.900000000,-4.000000000,0.146000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,175,34,1,169,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.148000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.148000000,0.900000000,-4.000000000,0.148000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,176,35,1,170,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.146000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.146000000,0.900000000,-4.000000000,0.146000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
T08,Trajectory,177,36,1,171,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,HAND_MARKER,,,,,,,,,,0.147000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,0.900000000,-4.000000000,0.615661500,0.000000000,0.788010700,0.147000000,0.900000000,-4.000000000,0.147000000,0.900000000,-4.000000000,0.000000000,True,Dedupe,False,0,3,3,0.160000000,0.160000000,4.840000000,4.840000000,0.160000000,0.160000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=HAND_MARKER|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
